Pieturas nosaukums,Pieturas kods,Vienotais kods,Platums,Garums,Ce?a puse,Ce?a numurs,Iela,Novads,Pagasts,Ciemats
Druvi?as,6786,5288,56.6805269,27.1522825,Lab?,P36,,R?zeknes novads,Dric?nu pagasts,
Druvi?as,6787,5288,56.6812476,27.1514823,Kreis?,P36,,R?zeknes novads,Dric?nu pagasts,
Šk?škova,6788,5289,56.697563,27.1280732,Lab?,P36,,R?zeknes novads,Dric?nu pagasts,
Šk?škova,6789,5289,56.6990869,27.1274221,Kreis?,P36,,R?zeknes novads,Dric?nu pagasts,
Stiukas,6790,5290,56.5822659,26.7974272,Lab?,V735,,Vi??nu novads,Dekš?res pagasts,
Stiukas,6791,5290,56.5828821,26.7971643,Kreis?,V735,,Vi??nu novads,Dekš?res pagasts,
Kr?sle,6792,5291,56.7252938,27.1172366,Lab?,P36,,R?zeknes novads,Gaigalavas pagasts,
Kr?sle,6793,5291,56.7257003,27.1175579,Kreis?,P36,,R?zeknes novads,Gaigalavas pagasts,
Apšenieki,6794,5292,56.7412797,27.1163411,Lab?,P36,,R?zeknes novads,Gaigalavas pagasts,
Apšenieki,6795,5292,56.7415969,27.1162979,Kreis?,P36,,R?zeknes novads,Gaigalavas pagasts,
Drobas,6796,5293,56.7572325,27.1113634,Lab?,P36,,R?zeknes novads,Gaigalavas pagasts,
Drobas,6797,5293,56.7568372,27.1117118,Kreis?,P36,,R?zeknes novads,Gaigalavas pagasts,
Darvaskalns,6798,5294,56.7763087,27.1054274,Lab?,P36,,R?zeknes novads,Gaigalavas pagasts,
Darvaskalns,6799,5294,56.7773504,27.105348,Kreis?,P36,,R?zeknes novads,Gaigalavas pagasts,
Pocelujevka,6800,5295,56.4828872,27.3546681,Lab?,P55,,R?zeknes novads,Grišk?nu pagasts,
Pocelujevka,6801,5295,56.4819432,27.3556872,Kreis?,P55,,R?zeknes novads,Grišk?nu pagasts,
Staroš?iki,6802,5296,56.4759023,27.3683909,Lab?,P55,,R?zeknes novads,Grišk?nu pagasts,
Staroš?iki,6803,5296,56.4755235,27.3686196,Kreis?,P55,,R?zeknes novads,Grišk?nu pagasts,
Janopole,6804,5297,56.4755235,27.3686196,Lab?,P55,,R?zeknes novads,Grišk?nu pagasts,
Janopole,6805,5297,56.460679,27.3811127,Kreis?,P55,,R?zeknes novads,Grišk?nu pagasts,Janopole
Tartilova,6806,5298,56.4317442,27.3984789,Lab?,P55,,R?zeknes novads,?ornajas pagasts,
Tartilova,6807,5298,56.431321,27.3983851,Kreis?,P55,,R?zeknes novads,?ornajas pagasts,
Re?ina,6808,5299,56.422237,27.4007608,Lab?,P55,,R?zeknes novads,?ornajas pagasts,
Re?ina,6809,5299,56.4212665,27.4011268,Kreis?,P55,,R?zeknes novads,?ornajas pagasts,
Draudz?ba,6810,5300,56.4128174,27.4053255,Lab?,P55,,R?zeknes novads,?ornajas pagasts,
Draudz?ba,6811,5300,56.4122261,27.4051682,Kreis?,P55,,R?zeknes novads,?ornajas pagasts,
?ornaja,6812,5301,56.386406,27.4181064,Lab?,P55,,R?zeknes novads,?ornajas pagasts,?ornaja
Dukstigals,6813,5302,56.3709634,27.4398678,Lab?,P55,,R?zeknes novads,?ornajas pagasts,
Ušk?ni,6814,5303,56.3655315,27.4744736,Lab?,P55,,R?zeknes novads,?ornajas pagasts,
Ušk?ni,6815,5303,56.3651297,27.4750875,Kreis?,P55,,R?zeknes novads,?ornajas pagasts,
Fo?varkova,6816,5304,56.3583948,27.4859608,Lab?,P55,,R?zeknes novads,?ornajas pagasts,
Strodi,6817,5305,56.3488828,27.5094562,Lab?,P55,,R?zeknes novads,Kaunatas pagasts,
Strodi,6818,5305,56.3483988,27.5097644,Kreis?,P55,,R?zeknes novads,Kaunatas pagasts,
Vilkukrogs,6819,5306,56.3483988,27.5097644,Lab?,P55,,R?zeknes novads,Kaunatas pagasts,
Vilkukrogs,6820,5306,56.3387603,27.5124737,Kreis?,P55,,R?zeknes novads,Kaunatas pagasts,Vilkakrogs
Bukate?i,6821,5308,56.3101229,27.530682,Lab?,P55,,R?zeknes novads,Kaunatas pagasts,
Bukate?i,6822,5308,56.3097644,27.5313376,Kreis?,P55,,R?zeknes novads,Kaunatas pagasts,
Akmen?ši,6823,5309,56.2988646,27.5387791,Lab?,P55,,R?zeknes novads,Kaunatas pagasts,
Akmen?ši,6824,5309,56.2983515,27.539095,Kreis?,P55,,R?zeknes novads,Kaunatas pagasts,
Antropova,6825,5310,56.2831281,27.5591514,Lab?,P55,,R?zeknes novads,Kaunatas pagasts,
Antropova,6826,5310,56.282812,27.5592502,Kreis?,P55,,R?zeknes novads,Kaunatas pagasts,
Irševa,6827,5311,56.2700049,27.5853089,Lab?,P55,,R?zeknes novads,Kaunatas pagasts,
Irševa,6828,5311,56.2696174,27.5860607,Kreis?,P55,,R?zeknes novads,Kaunatas pagasts,
Dubu?i,6829,5312,56.2597763,27.6086505,Lab?,P55,,R?zeknes novads,Kaunatas pagasts,Dubu?i
Dubu?i,6830,5312,56.2593456,27.6092825,Kreis?,P55,,R?zeknes novads,Kaunatas pagasts,Dubu?i
Viš?eri,6831,5313,56.3381319,27.2120872,Kreis?,P56,,R?zeknes novads,Maltas pagasts,
Špe?i,6832,5314,56.3300341,27.2368069,Kreis?,P56,,R?zeknes novads,Maltas pagasts,
Zosna,6833,5318,56.3270339,27.3359596,Kreis?,P56,,R?zeknes novads,L?znavas pagasts,Zosna
Ginevi?i,6834,5319,56.3241058,27.3672026,Kreis?,P56,,R?zeknes novads,M?ko?kalna pagasts,
Tilts,6835,5320,56.8020912,25.2259516,Lab?,V920,,Ogres novads,Madlienas pagasts,
Tilts,6836,5320,56.802189,25.2260285,Kreis?,V920,,Ogres novads,Madlienas pagasts,
Dvar?i,6837,5321,56.2999563,27.4244035,Kreis?,P56,,R?zeknes novads,M?ko?kalna pagasts,
Lipuški,6838,5322,56.2906976,27.441317,Kreis?,P56,,R?zeknes novads,M?ko?kalna pagasts,Lipuški
Škrabi,6839,5323,56.2822458,27.4736502,Kreis?,P56,,R?zeknes novads,M?ko?kalna pagasts,
Malukšta,6840,5324,56.2843787,27.4953199,Kreis?,P56,,R?zeknes novads,M?ko?kalna pagasts,
Lamaši,6841,5326,56.3066141,27.5135542,Kreis?,P56,,R?zeknes novads,Kaunatas pagasts,
Slimn?ca,6843,5327,56.342177,27.1704073,Kreis?,P56,P56 26,R?zeknes novads,Maltas pagasts,Malta
Leimaniš?i,6844,5328,56.321754,27.2010432,Lab?,P57,P57 83,R?zeknes novads,Maltas pagasts,Malta
Leimaniš?i,6845,5328,56.321754,27.2010432,Kreis?,P57,P57 83,R?zeknes novads,Maltas pagasts,Malta
Griš?ati,6846,5329,56.3069632,27.2069088,Lab?,P57,,R?zeknes novads,Maltas pagasts,
Griš?ati,6847,5329,56.3062081,27.206791,Kreis?,P57,,R?zeknes novads,Maltas pagasts,
Balda,6848,5331,56.274304,27.2138346,Lab?,P57,,R?zeknes novads,Pušas pagasts,
Balda,6849,5331,56.274304,27.2138346,Kreis?,P57,,R?zeknes novads,Pušas pagasts,
Siuga?i,6850,5332,56.2542675,27.2155275,Lab?,P57,,R?zeknes novads,Pušas pagasts,Puša
Siuga?i,6851,5332,56.2535118,27.2154477,Kreis?,P57,,R?zeknes novads,Pušas pagasts,Puša
Pušas muiža,6852,5333,56.2409022,27.2160497,Lab?,P57,Pilskalna iela 7,R?zeknes novads,Pušas pagasts,Puša
Pušas muiža,6853,5333,56.2406216,27.2165453,Kreis?,P57,P57 8,R?zeknes novads,Pušas pagasts,Puša
Puša,6854,5334,56.2351741,27.2298189,Lab?,P57,Pilskalna iela 18,R?zeknes novads,Pušas pagasts,Puša
Puša,6855,5334,56.2349839,27.2310648,Kreis?,P57,P57 21,R?zeknes novads,Pušas pagasts,Puša
Liuki,6856,5335,56.2266667,27.2694917,Lab?,P57,,R?zeknes novads,Pušas pagasts,
Liuki,6857,5335,56.2266667,27.2694917,Kreis?,P57,,R?zeknes novads,Pušas pagasts,
Patma???ki,6858,5336,56.2196123,27.2911816,Lab?,P57,,R?zeknes novads,Pušas pagasts,
Patma???ki,6859,5336,56.2189864,27.292287,Kreis?,P57,,R?zeknes novads,Pušas pagasts,
Uma?u,6860,5337,56.2105172,27.3080154,Lab?,P57,,R?zeknes novads,Pušas pagasts,
K?koji,6861,5338,56.5268189,26.913248,Lab?,P58,,Vi??nu novads,Vi??nu pagasts,
K?koji,6862,5338,56.5262639,26.9127107,Kreis?,P58,,Vi??nu novads,Vi??nu pagasts,
Radopole,6863,5339,56.5197681,26.9074242,Lab?,P58,,Vi??nu novads,Vi??nu pagasts,
Radopole,6864,5339,56.5201219,26.9073582,Kreis?,P58,,Vi??nu novads,Vi??nu pagasts,
Lag?ni,6865,5340,56.505677,26.8980027,Lab?,P58,,Vi??nu novads,Vi??nu pagasts,
Lag?ni,6866,5340,56.5059931,26.8981361,Kreis?,P58,,Vi??nu novads,Vi??nu pagasts,
Šalti?i,6867,5341,56.4904638,26.8837478,Lab?,P58,,Vi??nu novads,Vi??nu pagasts,
Šalti?i,6868,5341,56.4903872,26.8835789,Kreis?,P58,,Vi??nu novads,Vi??nu pagasts,
Podlizovka,6869,5342,56.5298771,26.9515866,Lab?,P59,,Vi??nu novads,Sokolku pagasts,
Podlizovka,6870,5342,56.5296448,26.9540524,Kreis?,P59,,Vi??nu novads,Sokolku pagasts,
Mur?ni,6871,5343,56.521179,26.9699749,Lab?,P59,,Vi??nu novads,Sokolku pagasts,
Mur?ni,6872,5343,56.5205875,26.9703602,Kreis?,P59,,Vi??nu novads,Sokolku pagasts,
Ustroni,6873,5345,56.4849983,26.972366,Lab?,P59,,Vi??nu novads,Sokolku pagasts,
Ustroni,6874,5345,56.4842666,26.9726059,Kreis?,P59,,Vi??nu novads,Sokolku pagasts,
Dilma?i,6875,5347,56.4650024,27.0004994,Lab?,P59,,Vi??nu novads,Sokolku pagasts,
Dilma?i,6876,5347,56.4650024,27.0004994,Kreis?,P59,,Vi??nu novads,Sokolku pagasts,
Lielie Tisk?di,6877,5349,56.45081,27.0520884,Lab?,P59,Vi??nu iela 12,R?zeknes novads,Silmalas pagasts,Tisk?di
Lielie Tisk?di,6878,5349,56.4502523,27.0529103,Kreis?,P59,P59 3-5,R?zeknes novads,Silmalas pagasts,Tisk?di
Mazie Tisk?di,6879,5350,56.4437654,27.0630692,Lab?,P59,,R?zeknes novads,Silmalas pagasts,Tisk?di
Mazie Tisk?di,6880,5350,56.4433143,27.0633547,Kreis?,P59,,R?zeknes novads,Silmalas pagasts,Tisk?di
Ružina,6881,5351,56.4445555,27.0850708,Lab?,P59,Ezera iela 32-34,R?zeknes novads,Silmalas pagasts,Vecružina
Ružina,6882,5351,56.444587,27.0857455,Kreis?,P59,P59 15,R?zeknes novads,Silmalas pagasts,Vecružina
Jaunružina,6883,5354,56.4278555,27.0987275,Lab?,P59,,R?zeknes novads,Silmalas pagasts,
Jaunružina,6884,5354,56.4201869,27.0929451,Kreis?,P59,,R?zeknes novads,Silmalas pagasts,
Silmala,6885,5355,56.3947042,27.1007928,Lab?,P59,,R?zeknes novads,Silmalas pagasts,
Silmala,6886,5355,56.3943464,27.1009648,Kreis?,P59,,R?zeknes novads,Silmalas pagasts,
Gornica,6887,5357,56.374802,27.1333187,Lab?,P59,P59 10,R?zeknes novads,Silmalas pagasts,Gornica
Gornica,6888,5357,56.3743906,27.1335682,Kreis?,P59,Saules iela 15,R?zeknes novads,Silmalas pagasts,Gornica
Greišk?ni,6889,5359,56.5147175,27.4065137,Lab?,P54,,R?zeknes novads,Grišk?nu pagasts,
Greišk?ni,6890,5359,56.5146392,27.4073753,Kreis?,P54,,R?zeknes novads,Grišk?nu pagasts,
Lein?ni,6891,5360,56.6005735,25.7824603,Lab?,A6,,Krustpils novads,Krustpils pagasts,
Lein?ni,6892,5360,56.6009651,25.7821537,Kreis?,A6,,Krustpils novads,Krustpils pagasts,
Salupe,6893,5361,56.5801184,25.7774569,Lab?,A6,,Krustpils novads,Krustpils pagasts,U??rnieki
Salupe,6894,5361,56.5796429,25.7773078,Kreis?,A6,,Krustpils novads,Krustpils pagasts,U??rnieki
Tiltnieki,6895,5362,56.556209,25.788286,Lab?,A6,,Krustpils novads,Krustpils pagasts,Tiltnieki
Tiltnieki,6896,5362,56.5568755,25.785553,Kreis?,A6,,Krustpils novads,Krustpils pagasts,Tiltnieki
Spu???ni,6897,5363,56.539868,25.814734,Lab?,A6,,Krustpils novads,Krustpils pagasts,Spu???ni
Spu???ni,6898,5363,56.5389346,25.8153612,Kreis?,A6,,Krustpils novads,Krustpils pagasts,Spu???ni
Zvidz?ni 2,6899,5364,56.5280476,25.8285612,Lab?,A6,,Krustpils novads,Krustpils pagasts,Zvidz?ni
Zvidz?ni 2,6900,5364,56.527545,25.829488,Kreis?,A6,,Krustpils novads,Krustpils pagasts,Zvidz?ni
Zvidz?ni 1,6901,5365,56.5255017,25.8342734,Lab?,A6,,Krustpils novads,Krustpils pagasts,Zvidz?ni
Zvidz?ni 1,6902,5365,56.5254622,25.8342574,Kreis?,A6,,Krustpils novads,Krustpils pagasts,Zvidz?ni
Asote,6903,5367,56.4918989,25.9154087,Lab?,A6,,Krustpils novads,K?ku pagasts,
Asote,6904,5367,56.491032,25.9161831,Kreis?,A6,,Krustpils novads,K?ku pagasts,
Rog??i,6905,5368,56.4772625,25.9400221,Lab?,A6,,Krustpils novads,K?ku pagasts,Rog??i
Rog??i,6906,5368,56.4771748,25.9420774,Kreis?,A6,,Krustpils novads,K?ku pagasts,Rog??i
Laukezers,6907,5369,56.4782843,25.9780063,Lab?,A6,,Krustpils novads,K?ku pagasts,Silavas
Laukezers,6908,5369,56.4781791,25.9797033,Kreis?,A6,,Krustpils novads,K?ku pagasts,Silavas
Trepmuiža,6909,5370,56.47396,26.0041083,Lab?,A6,,Krustpils novads,K?ku pagasts,Trepmuiža
Trepmuiža,6910,5370,56.4736129,26.0050269,Kreis?,A6,,Krustpils novads,K?ku pagasts,Trepmuiža
